name	chr	start	end	height	pval	gene_name	description
chirp_peak_1	Pf3D7_01_v3	492240	495320	82.63884132180817	2.2731482023675116e-62	PF3D7_0113100	surface-associated interspersed protein 1.1 (SURFIN 1.1)
chirp_peak_2	Pf3D7_05_v3	423920	428120	81.55647574231855	4.1697705369888e-103	PF3D7_0510100	conserved protein unknown function
chirp_peak_3	Pf3D7_10_v3	705600	709520	81.55647574231855	4.385079880494836e-35	PF3D7_1017600	conserved Plasmodium protein unknown function
chirp_peak_4	Pf3D7_12_v3	1247120	1248800	81.55647574231855	4.10769489116495e-24	PF3D7_1230200	vacuolar transporter chaperone putative pseudogene
chirp_peak_5	Pf3D7_04_v3	234360	236600	81.55647574231855	3.9786267692496966e-15	PF3D7_0404300	conserved Plasmodium protein unknown function
chirp_peak_6	Pf3D7_05_v3	275800	277480	81.29282488986942	8.30398392377768e-27	PF3D7_0506500	conserved Plasmodium protein unknown function
chirp_peak_7	Pf3D7_14_v3	2784880	2788520	81.01991998085592	2.056496851278394e-69	PF3D7_1468100	kelch domain-containing protein putative
chirp_peak_8	Pf3D7_08_v3	1122520	1125040	81.01991998085592	1.3241340890144285e-56	PF3D7_0826100	HECT-like E3 ubiquitin ligase putative
chirp_peak_9	Pf3D7_13_v3	1400840	1402520	81.01066592429154	1.579104697551294e-24	PF3D7_1334300	MSP7-like protein
chirp_peak_10	Pf3D7_06_v3	437640	441000	80.75626912840681	5.312407570957461e-32	PF3D7_0610200	RNA-binding protein 25 putative
chirp_peak_11	Pf3D7_10_v3	738640	740320	80.73776101527804	1.5966782098606816e-40	PF3D7_1018600	tRNA wybutosine-synthesizing protein putative
chirp_peak_12	Pf3D7_11_v3	1600760	1602720	80.50187233252208	1.8174833188527836e-42	PF3D7_1140200	conserved Plasmodium protein unknown function
chirp_peak_13	Pf3D7_13_v3	199640	201600	80.50187233252208	7.073481534513529e-41	PF3D7_1303800	conserved Plasmodium protein unknown function
chirp_peak_14	Pf3D7_11_v3	1774640	1776600	80.50187233252208	5.559429509935696e-25	PF3D7_1144800	conserved Plasmodium protein unknown function
chirp_peak_15	Pf3D7_08_v3	656600	658000	80.50187233252208	8.738938621009001e-13	PF3D7_0813300	conserved protein unknown function
chirp_peak_16	Pf3D7_10_v3	567840	571760	80.48336421939331	5.099023847186943e-41	PF3D7_1014300	SPRY domain-containing protein putative
chirp_peak_17	Pf3D7_11_v3	1844920	1846600	80.48336421939331	1.0153526441973041e-38	PF3D7_1146800	conserved Plasmodium protein unknown function
chirp_peak_18	Pf3D7_13_v3	1666840	1669640	80.47411016282891	3.126801613208222e-55	PF3D7_1342400	casein kinase II beta chain
chirp_peak_19	Pf3D7_12_v3	1994720	1998080	80.47411016282891	3.735908587061335e-50	PF3D7_1248700	conserved Plasmodium protein unknown function
chirp_peak_20	Pf3D7_06_v3	649040	650720	80.23822148007295	3.213212623433246e-23	PF3D7_0615600	zinc finger protein putative
chirp_peak_21	Pf3D7_01_v3	487200	488600	80.23822148007295	1.196271914654928e-15	PF3D7_0113000	glutamic acid-rich protein GARP
chirp_peak_22	Pf3D7_14_v3	1311800	1313200	79.96531657105945	2.4162553927510274e-26	PF3D7_1433400	zinc finger protein putative
chirp_peak_23	Pf3D7_11_v3	192080	193760	79.96531657105945	1.4240385657281853e-13	PF3D7_1104300	conserved Plasmodium protein unknown function
chirp_peak_24	Pf3D7_06_v3	517160	519120	79.94680845793067	2.2166339121259724e-14	PF3D7_0612200	leucine-rich repeat protein
chirp_peak_25	Pf3D7_10_v3	175560	177800	79.69241166204594	4.920711423381621e-59	PF3D7_1003800	U5 small nuclear ribonucleoprotein component putative
chirp_peak_26	Pf3D7_02_v3	671440	673960	79.69241166204594	1.7406574043529472e-30	PF3D7_0216300	conserved Plasmodium protein unknown function
chirp_peak_27	Pf3D7_14_v3	2070040	2070880	79.69241166204594	9.100277930232867e-09	PF3D7_1450500	conserved Plasmodium protein unknown function
chirp_peak_28	Pf3D7_10_v3	996520	999320	79.6646494923528	8.997012756990125e-38	PF3D7_1023900	chromodomain-helicase-DNA-binding protein 1 homolog putative
chirp_peak_29	Pf3D7_14_v3	495600	497840	79.6553954357884	2.901288912052992e-110	PF3D7_1412400	conserved Plasmodium protein unknown function
chirp_peak_30	Pf3D7_03_v3	343280	346640	79.43801486616121	3.0228095642644455e-63	PF3D7_0307900	conserved Plasmodium protein unknown function
chirp_peak_31	Pf3D7_13_v3	2306080	2308040	79.42876080959684	6.137521654612651e-36	PF3D7_1358100	Sas10 domain-containing protein putative
chirp_peak_32	Pf3D7_06_v3	354760	356440	79.42876080959684	2.0918080648604357e-25	PF3D7_0608600	conserved Plasmodium protein unknown function
chirp_peak_33	Pf3D7_12_v3	514640	516320	79.41025269646806	5.675847099093673e-20	PF3D7_1211600	lysine-specific histone demethylase 1 putative
chirp_peak_34	Pf3D7_13_v3	1512560	1514520	79.1743640137121	4.470889759523927e-20	PF3D7_1337500	conserved Plasmodium protein unknown function
chirp_peak_35	Pf3D7_05_v3	721560	722680	79.14660184401893	1.710860033475787e-19	PF3D7_0517200	conserved Plasmodium protein unknown function
chirp_peak_36	Pf3D7_14_v3	1672720	1674680	78.91071316126298	2.4350492871546566e-98	PF3D7_1441100	conserved Plasmodium protein unknown function
chirp_peak_37	Pf3D7_01_v3	354480	356440	78.85518882187667	8.954323617732836e-22	PF3D7_0108700	secreted ookinete protein putative
chirp_peak_38	Pf3D7_05_v3	663320	665280	78.62855419568508	3.539279189559283e-20	PF3D7_0516000	RAP protein putative
chirp_peak_39	Pf3D7_10_v3	1134560	1135680	78.6193001391207	6.007039386573217e-38	PF3D7_1027100	U3 small nucleolar ribonucleoprotein protein MPP10 putative
chirp_peak_40	Pf3D7_09_v3	896280	897680	78.6193001391207	7.547020238702908e-17	PF3D7_0922100	ubiquitin-like protein putative
chirp_peak_41	Pf3D7_01_v3	102200	104160	78.61004608255632	4.583220117042143e-33	PF3D7_0102200	ring-infected erythrocyte surface antigen
chirp_peak_42	Pf3D7_07_v3	1071560	1072680	78.37415739980035	1.903889089385669e-13	PF3D7_0725300	conserved protein unknown function
chirp_peak_43	Pf3D7_05_v3	508760	512400	78.35564928667158	1.2804809902695038e-46	PF3D7_0511500	RNA pseudouridylate synthase putative
chirp_peak_44	Pf3D7_09_v3	481880	483840	78.32788711697843	5.129010074153034e-20	PF3D7_0910500	DNA repair protein REV1 putative
chirp_peak_45	Pf3D7_10_v3	542640	544320	78.10125249078685	1.518592470650874e-08	PF3D7_1013800	conserved Plasmodium protein unknown function
chirp_peak_46	Pf3D7_06_v3	966840	968240	78.08274437765809	1.826052847907912e-15	PF3D7_0623800	tyrosine kinase-like protein putative
chirp_peak_47	Pf3D7_11_v3	1791720	1792560	78.05498220796493	1.1559706402851094e-09	PF3D7_1145200	serine/threonine protein kinase putative
chirp_peak_48	Pf3D7_07_v3	1241800	1244320	77.82834758177334	3.320391899494289e-22	PF3D7_0729100	conserved Plasmodium protein unknown function
chirp_peak_49	Pf3D7_13_v3	1004080	1005760	77.82834758177334	1.6652112047029133e-19	PF3D7_1324300	conserved Plasmodium membrane protein unknown function
chirp_peak_50	Pf3D7_06_v3	135800	136360	77.81909352520896	4.1097271586156975e-06	PF3D7_0603400	trophozoite exported protein 1
chirp_peak_51	Pf3D7_11_v3	1193920	1195600	77.80983946864458	1.9046388302067232e-32	PF3D7_1131000	RNA-binding protein s1 putative
chirp_peak_52	Pf3D7_01_v3	434000	434840	77.80983946864458	3.5591324448667685e-19	PF3D7_0111300	P-loop containing nucleoside triphosphate hydrolase putative
chirp_peak_53	Pf3D7_10_v3	1463560	1465240	77.80983946864458	2.616900608363658e-13	PF3D7_1037000	DNA polymerase zeta catalytic subunit putative
chirp_peak_54	Pf3D7_11_v3	203560	204400	77.80983946864458	1.004884711192933e-06	PF3D7_1104600	radial spoke head protein putative
chirp_peak_55	Pf3D7_03_v3	841960	843360	77.80058541208018	2.6843965624777556e-12	PF3D7_0320200	CPW-WPC family protein
chirp_peak_56	Pf3D7_13_v3	82320	83160	77.53693455963108	7.176325240414609e-09	PF3D7_1301400	Plasmodium exported protein (hyp12) unknown function
chirp_peak_57	Pf3D7_09_v3	1370320	1371440	77.28253776374635	4.53826619168837e-29	PF3D7_0935200	vacuolar protein sorting-associated protein 33 putative
chirp_peak_58	Pf3D7_09_v3	1045240	1046080	77.27328370718195	2.887896065241677e-23	PF3D7_0926000	protein kinase putative
chirp_peak_59	Pf3D7_11_v3	1196720	1198400	77.27328370718195	4.717517957582421e-23	PF3D7_1131100	serpentine receptor putative
chirp_peak_60	Pf3D7_13_v3	1073800	1076320	77.26402965061757	1.4072814137576552e-21	PF3D7_1325800	conserved Plasmodium protein unknown function
chirp_peak_61	Pf3D7_14_v3	273280	274400	76.99112474160407	3.6951324828065994e-22	PF3D7_1407600	conserved Plasmodium protein unknown function
chirp_peak_62	Pf3D7_11_v3	1959720	1965320	76.99112474160407	1.885348341375338e-15	PF3D7_1149000	antigen 332 DBL-like protein
chirp_peak_63	Pf3D7_08_v3	893480	895160	76.98187068503968	4.877629921998759e-25	PF3D7_0819800	conserved Plasmodium protein unknown function
chirp_peak_64	Pf3D7_12_v3	1327760	1328880	76.52860143265653	8.950148140542777e-08	PF3D7_1232100	60 kDa chaperonin
chirp_peak_65	Pf3D7_13_v3	2513280	2514960	76.22793435394986	1.8789220433209818e-71	PF3D7_1362700	conserved Plasmodium protein unknown function
chirp_peak_66	Pf3D7_08_v3	525840	527520	76.20017218425672	8.327940285853095e-31	PF3D7_0810300	protein phosphatase PPM5 putative
chirp_peak_67	Pf3D7_01_v3	337680	338800	75.97353755806513	2.0397099653141462e-53	PF3D7_0108300	conserved Plasmodium protein unknown function
chirp_peak_68	Pf3D7_11_v3	1411760	1412320	75.91801321867882	1.5451173472393456e-11	PF3D7_1136000	conserved Plasmodium protein unknown function
chirp_peak_69	Pf3D7_07_v3	893200	894320	75.70988670561601	5.912859070818629e-12	PF3D7_0720700	phosphoinositide-binding protein putative
chirp_peak_70	Pf3D7_05_v3	228200	229880	75.67287047935848	7.588482087188968e-44	PF3D7_0505100	trafficking protein particle complex subunit 8 putative
chirp_peak_71	Pf3D7_14_v3	819840	820960	75.40921962690936	3.3327331672858464e-97	PF3D7_1419700	conserved Plasmodium protein unknown function
chirp_peak_72	Pf3D7_12_v3	93240	94080	75.3814574572162	1.4249289040955251e-06	PF3D7_1201400	Plasmodium exported protein unknown function
chirp_peak_73	Pf3D7_11_v3	1186360	1188040	75.37220340065181	4.398322403165501e-15	PF3D7_1130800	armadillo repeat protein PF16 putative
chirp_peak_74	Pf3D7_05_v3	889280	890120	75.14556877446023	7.941134025304325e-20	PF3D7_0521900	conserved Plasmodium protein unknown function
chirp_peak_75	Pf3D7_04_v3	336000	337960	75.13631471789586	1.4429054243719222e-32	PF3D7_0406500	NYN domain-containing protein putative
chirp_peak_76	Pf3D7_12_v3	693560	695520	75.12706066133147	2.4732299639481532e-11	PF3D7_1217500	conserved Plasmodium protein unknown function
chirp_peak_77	Pf3D7_11_v3	709240	710640	75.11780660476708	4.949400258350997e-15	PF3D7_1118700	myosin light chain B
chirp_peak_78	Pf3D7_07_v3	945840	946680	75.11780660476708	2.916578692334812e-12	PF3D7_0722200	rhoptry-associated leucine zipper-like protein 1
chirp_peak_79	Pf3D7_14_v3	3015320	3016160	74.88191792201113	8.355555050981961e-09	PF3D7_1474000	conserved Plasmodium protein unknown function
chirp_peak_80	Pf3D7_11_v3	1622600	1625400	74.84490169575358	3.7106919678646783e-34	PF3D7_1140700	conserved Plasmodium protein unknown function
chirp_peak_81	Pf3D7_06_v3	1091440	1092560	74.60901301299762	5.416673309850663e-09	PF3D7_0627100	ankyrin-repeat protein putative
chirp_peak_82	Pf3D7_11_v3	1688960	1690360	74.09096536466376	8.283527948662353e-32	PF3D7_1142100	conserved Plasmodium protein unknown function
chirp_peak_83	Pf3D7_12_v3	75040	78120	74.08171130809939	4.7019392286239255e-39	PF3D7_1201000	Plasmodium exported protein (PHISTb) unknown function
