name	chr	start	end	height	pval	gene_name	description
chirp_peak_1	Pf3D7_10_v3	1258560	1259160	99.20526013585223	1.304897503129204e-15	PF3D7_1031200	MORN repeat-containing protein 1
chirp_peak_2	Pf3D7_14_v3	2712840	2713560	92.72451545479167	2.2666324818397095e-12	PF3D7_1466300	26S proteasome regulatory subunit RPN2 putative
chirp_peak_3	Pf3D7_02_v3	589680	591360	90.25974880029108	6.142632833165667e-48	PF3D7_0214500	conserved Plasmodium protein unknown function
chirp_peak_4	Pf3D7_10_v3	1259640	1260480	87.45786606707948	2.949640082844835e-31	PF3D7_1031300	conserved Plasmodium protein unknown function
chirp_peak_5	Pf3D7_09_v3	1377000	1377480	79.64217100518894	1.9550714700213874e-12	PF3D7_0935400	gametocyte development protein 1
chirp_peak_6	Pf3D7_05_v3	1131720	1132680	78.3255086582609	2.561672632847903e-09	PF3D7_0527200	ubiquitin carboxyl-terminal hydrolase 14
chirp_peak_7	Pf3D7_13_v3	1560600	1561320	76.60335219690207	4.030581530430739e-07	PF3D7_1338700	conserved protein unknown function
chirp_peak_8	Pf3D7_03_v3	387600	388440	74.61245769255203	4.9111719646871776e-23	PF3D7_0309100	conserved Plasmodium protein unknown function
chirp_peak_9	Pf3D7_11_v3	335160	336360	74.34133259961686	2.0374351102746992e-14	PF3D7_1107800	AP2 domain transcription factor putative
chirp_peak_10	Pf3D7_09_v3	580440	581400	73.38007436530174	2.2913224890723633e-14	PF3D7_0913400	conserved Plasmodium protein unknown function
chirp_peak_11	Pf3D7_10_v3	808200	808680	72.26615907558909	1.242941475741503e-14	PF3D7_1019900	autophagy-related protein 8
chirp_peak_12	Pf3D7_10_v3	799200	800160	72.1635920220094	5.81374766935392e-16	PF3D7_1019600	conserved Plasmodium protein unknown function
chirp_peak_13	Pf3D7_14_v3	802680	803760	71.57363888426516	1.1540514523071246e-09	PF3D7_1419300	glutathione S-transferase
chirp_peak_14	Pf3D7_09_v3	1190760	1191120	71.28661280737202	6.8564377046828344e-06	PF3D7_0930000	procollagen lysine 5-dioxygenase putative
chirp_peak_15	Pf3D7_14_v3	2882640	2883600	69.36170928879781	5.626771364378719e-11	PF3D7_1470500	cGMP-specific 3'5'-cyclic phosphodiesterase delta
chirp_peak_16	Pf3D7_13_v3	1213560	1214040	69.34580830483984	4.680037522703263e-07	PF3D7_1328700	Plasmodium RNA of unknown function RUF1
chirp_peak_17	Pf3D7_05_v3	1074240	1075080	68.45054105630054	4.026698630553167e-09	PF3D7_0525900	NIMA related kinase 2
chirp_peak_18	Pf3D7_05_v3	1256040	1256280	68.40045105448267	8.026755712396185e-07	PF3D7_0530800	CPW-WPC family protein
chirp_peak_19	Pf3D7_06_v3	675840	676800	67.79220988283652	8.440857904735737e-11	PF3D7_0616200	kinetochore protein NDC80 putative
chirp_peak_20	Pf3D7_03_v3	339120	339960	67.53937282380326	4.662601620406351e-08	PF3D7_0307800	conserved Plasmodium protein unknown function
chirp_peak_21	Pf3D7_10_v3	1213800	1215360	67.38671576840574	2.464162957211321e-12	PF3D7_1029800	heptatricopeptide repeat and RAP domain-containing protein putative
chirp_peak_22	Pf3D7_05_v3	165000	165240	67.21815772905023	4.034951563618386e-06	PF3D7_0504000	cation transporting P-ATPase
chirp_peak_23	Pf3D7_05_v3	664800	665160	67.13387870937248	3.0113337354282867e-10	PF3D7_0516000	RAP protein putative
chirp_peak_24	Pf3D7_13_v3	717600	718440	66.81266361461945	3.0910499959902973e-15	PF3D7_1317100	DNA replication licensing factor MCM4
chirp_peak_25	Pf3D7_04_v3	1056240	1057080	66.50973655376835	5.802497518476557e-16	PF3D7_0423400	apical asparagine-rich protein AARP
chirp_peak_26	Pf3D7_10_v3	1353240	1354080	66.39126851623071	8.124440831389134e-10	PF3D7_1033800	plasmepsin VII
chirp_peak_27	Pf3D7_09_v3	858240	859080	66.22271047687522	4.3255194006912604e-08	PF3D7_0921000	ubiquitin-conjugating enzyme E2 putative
chirp_peak_28	Pf3D7_11_v3	714360	715200	66.01996341965983	3.4234529445895207e-09	PF3D7_1118800	actin-related protein 2/3 complex subunit 1 putative
chirp_peak_29	Pf3D7_13_v3	516840	517680	65.73293734276669	5.718205692644545e-07	PF3D7_1312100	GYF domain-containing protein putative
chirp_peak_30	Pf3D7_05_v3	685800	686640	65.61446930522905	3.6295000195453193e-14	PF3D7_0516500	major facilitator superfamily domain-containing protein putative
